flagA,flagB,flagC,flagD,ssimAverage,ssim0,ssim1,ssim2,ssim3,ssim4,ssim5,ssim6,ssim7,ssim8,ssim9,ssim10,ssim11,ssim12,ssim13,ssim14,ssim15,ssim16,ssim17,ssim18,ssim19,ssim20,ssim21,ssim22,ssim23,
2340,3776,2772,4914,0.820365,0.694731,0.833317,0.887143,0.860393,0.803188,0.753149,0.913623,0.716362,0.873726,0.873219,0.785856,0.851327,0.65753,0.792306,0.860435,0.803653,0.888424,0.796172,0.804584,0.875506,0.825565,0.812547,0.923482,0.802516,
2340,5704,2772,4914,0.820351,0.69291,0.83325,0.887981,0.861829,0.804748,0.749938,0.911717,0.721135,0.872691,0.871763,0.784594,0.849859,0.657478,0.790172,0.863102,0.799961,0.888989,0.798601,0.803702,0.875182,0.823463,0.814896,0.925448,0.805009,
2340,4098,2772,4914,0.820346,0.700406,0.844044,0.875734,0.860299,0.777432,0.761117,0.875861,0.754589,0.871573,0.865994,0.797509,0.856422,0.657513,0.771878,0.874266,0.81081,0.882242,0.796474,0.805458,0.868874,0.822666,0.824498,0.926699,0.805948,
2340,7688,2772,4914,0.820341,0.693578,0.833325,0.885722,0.860803,0.804512,0.751127,0.915363,0.718348,0.873725,0.873328,0.784426,0.849339,0.658277,0.791426,0.861029,0.800076,0.888945,0.797595,0.804407,0.875837,0.825116,0.813963,0.923791,0.804124,
2340,15872,2772,4914,0.820327,0.690989,0.831404,0.88777,0.862058,0.808765,0.748186,0.919959,0.715474,0.873584,0.873364,0.782698,0.847847,0.657119,0.792096,0.860806,0.797931,0.891114,0.798134,0.804597,0.875495,0.824396,0.813707,0.926372,0.803975,
2340,10310,2772,4914,0.82031,0.699465,0.842684,0.870587,0.85661,0.761928,0.77064,0.876892,0.757619,0.871215,0.874273,0.799797,0.857003,0.666313,0.776042,0.869931,0.81751,0.878837,0.79289,0.806594,0.87059,0.830572,0.817756,0.918424,0.803271,
2340,217,2772,4914,0.820302,0.692014,0.83092,0.890236,0.860493,0.804623,0.750072,0.915928,0.718052,0.872302,0.869427,0.785774,0.852485,0.653322,0.791313,0.867002,0.802931,0.891048,0.796059,0.808458,0.871394,0.825009,0.811649,0.92575,0.800997,
2340,9233,2772,4914,0.820282,0.692013,0.832113,0.888615,0.859996,0.805671,0.750753,0.909284,0.720506,0.870782,0.868508,0.785889,0.850546,0.657506,0.790681,0.867358,0.80125,0.889006,0.798047,0.809604,0.872369,0.825508,0.813602,0.924061,0.803089,
2340,6277,2772,4914,0.820267,0.699855,0.842829,0.870514,0.855879,0.762195,0.770784,0.877144,0.757687,0.870238,0.873974,0.800151,0.857165,0.666133,0.776052,0.869638,0.817878,0.878924,0.793383,0.805541,0.870518,0.830003,0.817965,0.918215,0.803747,
2340,8713,2772,4914,0.820267,0.693189,0.832572,0.887635,0.859871,0.807334,0.751613,0.909135,0.718957,0.872612,0.871497,0.784698,0.849346,0.661689,0.791235,0.861432,0.800323,0.886902,0.798201,0.805001,0.876711,0.825035,0.813783,0.923547,0.804097,
2340,1178,2772,4914,0.820256,0.692052,0.832619,0.888491,0.861876,0.802526,0.748297,0.911684,0.722532,0.8714,0.869034,0.785581,0.851005,0.653147,0.789242,0.868616,0.800233,0.890974,0.79858,0.808702,0.870747,0.824151,0.814655,0.926265,0.803725,
2340,6147,2772,4914,0.820242,0.6974,0.843505,0.873974,0.859035,0.773536,0.764586,0.872674,0.7551,0.869006,0.868787,0.797698,0.855628,0.663129,0.775365,0.873379,0.813926,0.8807,0.796981,0.805839,0.870016,0.825904,0.82112,0.922421,0.806106,
